41.9209	89.1622	73.6486	47.1435
66.5641	67.6509	114.169	40.4498
123.599	41.3131	87.6109	38.2618
69.402	89.3491	109.557	34.3292
83.7437	34.8378	80.4299	21.3002
125.212	92.3665	103.409	28.0938
69.4216	64.4838	121.62	25.1594
73.9579	79.7959	39.061	29.8185
39.741	107.353	94.8214	25.1586
30.0133	131.657	68.4616	24.736
102.194	141.949	73.2442	88.2484
66.6743	74.3699	72.0003	24.5275
53.8199	89.7331	64.9956	26.0445
101.602	80.4473	66.9359	28.5174
65.8353	43.3251	73.5506	22.7908
78.065	53.6138	72.4407	40.8541
127.492	83.9533	37.1167	28.2161
60.1702	52.4966	24.7311	23.3655
98.5583	101.741	82.169	28.8231
83.9723	60.9229	129.366	21.1123
56.6881	54.9928	93.3179	31.7475
109.626	35.4309	121.409	21.3575
45.2267	90.4012	77.1364	25.5531
90.4995	97.9178	81.4043	20.9687
106.499	26.4616	73.7052	20.3289
121.957	97.1155	72.4046	32.4755
122.407	115.966	27.8405	22.0685
99.7935	119.78	112.4	26.8486
70.2943	108.623	116.836	25.3081
69.4235	75.1082	72.2787	29.483
42.4868	66.8882	55.9432	31.2921
73.2493	76.4804	71.7901	20.318
35.6363	41.8528	113.873	31.4874
100.422	92.692	165.26	26.2717
55.6931	131.872	86.8395	21.185
60.3494	53.5858	78.9193	26.8362
62.2837	108.719	64.8192	25.6182
114.664	42.7153	41.2724	43.2912
69.9342	76.2202	89.2032	20.6437
79.317	81.3469	129.757	25.277
113.718	67.9905	122.371	22.6184
113.898	87.0598	51.2967	52.6342
74.1749	93.9066	83.9791	21.4352
